GEO.id,GEO.id2,GEO.display-label,D001
Id,Id2,Geography,Total
1000000US360050001000001,360050001000001,"Block 0001, Block Group 0, Census Tract 1, Bronx County, New York",0
1000000US360050001000002,360050001000002,"Block 0002, Block Group 0, Census Tract 1, Bronx County, New York",0
1000000US360050001001000,360050001001000,"Block 1000, Block Group 1, Census Tract 1, Bronx County, New York",8634
1000000US360050001001001,360050001001001,"Block 1001, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001002,360050001001002,"Block 1002, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001003,360050001001003,"Block 1003, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001004,360050001001004,"Block 1004, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001005,360050001001005,"Block 1005, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001006,360050001001006,"Block 1006, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001007,360050001001007,"Block 1007, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001008,360050001001008,"Block 1008, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001009,360050001001009,"Block 1009, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001010,360050001001010,"Block 1010, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001011,360050001001011,"Block 1011, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001012,360050001001012,"Block 1012, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001013,360050001001013,"Block 1013, Block Group 1, Census Tract 1, Bronx County, New York",2457
1000000US360050001001014,360050001001014,"Block 1014, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001015,360050001001015,"Block 1015, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001016,360050001001016,"Block 1016, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001017,360050001001017,"Block 1017, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001018,360050001001018,"Block 1018, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001019,360050001001019,"Block 1019, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001020,360050001001020,"Block 1020, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001021,360050001001021,"Block 1021, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001022,360050001001022,"Block 1022, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001023,360050001001023,"Block 1023, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050001001024,360050001001024,"Block 1024, Block Group 1, Census Tract 1, Bronx County, New York",0
1000000US360050002000001,360050002000001,"Block 0001, Block Group 0, Census Tract 2, Bronx County, New York",0
1000000US360050002001000,360050002001000,"Block 1000, Block Group 1, Census Tract 2, Bronx County, New York",290
1000000US360050002001001,360050002001001,"Block 1001, Block Group 1, Census Tract 2, Bronx County, New York",254
1000000US360050002001002,360050002001002,"Block 1002, Block Group 1, Census Tract 2, Bronx County, New York",266
1000000US360050002001003,360050002001003,"Block 1003, Block Group 1, Census Tract 2, Bronx County, New York",246
1000000US360050002001004,360050002001004,"Block 1004, Block Group 1, Census Tract 2, Bronx County, New York",64
1000000US360050002001005,360050002001005,"Block 1005, Block Group 1, Census Tract 2, Bronx County, New York",0
1000000US360050002002000,360050002002000,"Block 2000, Block Group 2, Census Tract 2, Bronx County, New York",180
1000000US360050002002001,360050002002001,"Block 2001, Block Group 2, Census Tract 2, Bronx County, New York",198
1000000US360050002002002,360050002002002,"Block 2002, Block Group 2, Census Tract 2, Bronx County, New York",228
1000000US360050002002003,360050002002003,"Block 2003, Block Group 2, Census Tract 2, Bronx County, New York",213
1000000US360050002002004,360050002002004,"Block 2004, Block Group 2, Census Tract 2, Bronx County, New York",217
1000000US360050002002005,360050002002005,"Block 2005, Block Group 2, Census Tract 2, Bronx County, New York",68
1000000US360050002002006,360050002002006,"Block 2006, Block Group 2, Census Tract 2, Bronx County, New York",489
1000000US360050002002007,360050002002007,"Block 2007, Block Group 2, Census Tract 2, Bronx County, New York",277
1000000US360050002002008,360050002002008,"Block 2008, Block Group 2, Census Tract 2, Bronx County, New York",50
1000000US360050002002009,360050002002009,"Block 2009, Block Group 2, Census Tract 2, Bronx County, New York",13
1000000US360050002002010,360050002002010,"Block 2010, Block Group 2, Census Tract 2, Bronx County, New York",41
1000000US360050002003000,360050002003000,"Block 3000, Block Group 3, Census Tract 2, Bronx County, New York",134
1000000US360050002003001,360050002003001,"Block 3001, Block Group 3, Census Tract 2, Bronx County, New York",146
1000000US360050002003002,360050002003002,"Block 3002, Block Group 3, Census Tract 2, Bronx County, New York",47
1000000US360050002003003,360050002003003,"Block 3003, Block Group 3, Census Tract 2, Bronx County, New York",31
1000000US360050002003004,360050002003004,"Block 3004, Block Group 3, Census Tract 2, Bronx County, New York",36
1000000US360050002003005,360050002003005,"Block 3005, Block Group 3, Census Tract 2, Bronx County, New York",22
1000000US360050002003006,360050002003006,"Block 3006, Block Group 3, Census Tract 2, Bronx County, New York",60
1000000US360050002003007,360050002003007,"Block 3007, Block Group 3, Census Tract 2, Bronx County, New York",52
1000000US360050002003008,360050002003008,"Block 3008, Block Group 3, Census Tract 2, Bronx County, New York",130
1000000US360050002003009,360050002003009,"Block 3009, Block Group 3, Census Tract 2, Bronx County, New York",53
1000000US360050002003010,360050002003010,"Block 3010, Block Group 3, Census Tract 2, Bronx County, New York",100
1000000US360050002003011,360050002003011,"Block 3011, Block Group 3, Census Tract 2, Bronx County, New York",120
1000000US360050002003012,360050002003012,"Block 3012, Block Group 3, Census Tract 2, Bronx County, New York",44
1000000US360050002003013,360050002003013,"Block 3013, Block Group 3, Census Tract 2, Bronx County, New York",9
1000000US360050002003014,360050002003014,"Block 3014, Block Group 3, Census Tract 2, Bronx County, New York",5
1000000US360050002003015,360050002003015,"Block 3015, Block Group 3, Census Tract 2, Bronx County, New York",25
1000000US360050002003016,360050002003016,"Block 3016, Block Group 3, Census Tract 2, Bronx County, New York",27
1000000US360050002003017,360050002003017,"Block 3017, Block Group 3, Census Tract 2, Bronx County, New York",21
1000000US360050002003018,360050002003018,"Block 3018, Block Group 3, Census Tract 2, Bronx County, New York",10
1000000US360050002003019,360050002003019,"Block 3019, Block Group 3, Census Tract 2, Bronx County, New York",2
1000000US360050002003020,360050002003020,"Block 3020, Block Group 3, Census Tract 2, Bronx County, New York",0
1000000US360050002003021,360050002003021,"Block 3021, Block Group 3, Census Tract 2, Bronx County, New York",0
1000000US360050002003022,360050002003022,"Block 3022, Block Group 3, Census Tract 2, Bronx County, New York",18
1000000US360050002003023,360050002003023,"Block 3023, Block Group 3, Census Tract 2, Bronx County, New York",29
1000000US360050002003024,360050002003024,"Block 3024, Block Group 3, Census Tract 2, Bronx County, New York",36
1000000US360050002003025,360050002003025,"Block 3025, Block Group 3, Census Tract 2, Bronx County, New York",27
1000000US360050002003026,360050002003026,"Block 3026, Block Group 3, Census Tract 2, Bronx County, New York",28
1000000US360050002003027,360050002003027,"Block 3027, Block Group 3, Census Tract 2, Bronx County, New York",28
1000000US360050002003028,360050002003028,"Block 3028, Block Group 3, Census Tract 2, Bronx County, New York",0
1000000US360050004000001,360050004000001,"Block 0001, Block Group 0, Census Tract 4, Bronx County, New York",0
1000000US360050004000002,360050004000002,"Block 0002, Block Group 0, Census Tract 4, Bronx County, New York",0
1000000US360050004001000,360050004001000,"Block 1000, Block Group 1, Census Tract 4, Bronx County, New York",560
1000000US360050004001001,360050004001001,"Block 1001, Block Group 1, Census Tract 4, Bronx County, New York",246
1000000US360050004001002,360050004001002,"Block 1002, Block Group 1, Census Tract 4, Bronx County, New York",41
1000000US360050004001003,360050004001003,"Block 1003, Block Group 1, Census Tract 4, Bronx County, New York",0
1000000US360050004001004,360050004001004,"Block 1004, Block Group 1, Census Tract 4, Bronx County, New York",119
1000000US360050004001005,360050004001005,"Block 1005, Block Group 1, Census Tract 4, Bronx County, New York",0
1000000US360050004002000,360050004002000,"Block 2000, Block Group 2, Census Tract 4, Bronx County, New York",29
1000000US360050004002001,360050004002001,"Block 2001, Block Group 2, Census Tract 4, Bronx County, New York",20
1000000US360050004002002,360050004002002,"Block 2002, Block Group 2, Census Tract 4, Bronx County, New York",0
1000000US360050004002003,360050004002003,"Block 2003, Block Group 2, Census Tract 4, Bronx County, New York",558
1000000US360050004002004,360050004002004,"Block 2004, Block Group 2, Census Tract 4, Bronx County, New York",210
1000000US360050004002005,360050004002005,"Block 2005, Block Group 2, Census Tract 4, Bronx County, New York",170
1000000US360050004002006,360050004002006,"Block 2006, Block Group 2, Census Tract 4, Bronx County, New York",208
1000000US360050004002007,360050004002007,"Block 2007, Block Group 2, Census Tract 4, Bronx County, New York",239
1000000US360050004003000,360050004003000,"Block 3000, Block Group 3, Census Tract 4, Bronx County, New York",58
1000000US360050004003001,360050004003001,"Block 3001, Block Group 3, Census Tract 4, Bronx County, New York",189
1000000US360050004003002,360050004003002,"Block 3002, Block Group 3, Census Tract 4, Bronx County, New York",184
1000000US360050004003003,360050004003003,"Block 3003, Block Group 3, Census Tract 4, Bronx County, New York",157
1000000US360050004003004,360050004003004,"Block 3004, Block Group 3, Census Tract 4, Bronx County, New York",20
1000000US360050004003005,360050004003005,"Block 3005, Block Group 3, Census Tract 4, Bronx County, New York",768
1000000US360050004003006,360050004003006,"Block 3006, Block Group 3, Census Tract 4, Bronx County, New York",115
1000000US360050004003007,360050004003007,"Block 3007, Block Group 3, Census Tract 4, Bronx County, New York",725
1000000US360050004003008,360050004003008,"Block 3008, Block Group 3, Census Tract 4, Bronx County, New York",211
1000000US360050004003009,360050004003009,"Block 3009, Block Group 3, Census Tract 4, Bronx County, New York",0
1000000US360050004003010,360050004003010,"Block 3010, Block Group 3, Census Tract 4, Bronx County, New York",0
1000000US360050004003011,360050004003011,"Block 3011, Block Group 3, Census Tract 4, Bronx County, New York",0
1000000US360050004003012,360050004003012,"Block 3012, Block Group 3, Census Tract 4, Bronx County, New York",0
1000000US360050004003013,360050004003013,"Block 3013, Block Group 3, Census Tract 4, Bronx County, New York",24
1000000US360050004004000,360050004004000,"Block 4000, Block Group 4, Census Tract 4, Bronx County, New York",238
1000000US360050004004001,360050004004001,"Block 4001, Block Group 4, Census Tract 4, Bronx County, New York",182
1000000US360050004004002,360050004004002,"Block 4002, Block Group 4, Census Tract 4, Bronx County, New York",67
1000000US360050004004003,360050004004003,"Block 4003, Block Group 4, Census Tract 4, Bronx County, New York",9
1000000US360050004004004,360050004004004,"Block 4004, Block Group 4, Census Tract 4, Bronx County, New York",0
1000000US360050004004005,360050004004005,"Block 4005, Block Group 4, Census Tract 4, Bronx County, New York",0
1000000US360050004004006,360050004004006,"Block 4006, Block Group 4, Census Tract 4, Bronx County, New York",0
1000000US360050004004007,360050004004007,"Block 4007, Block Group 4, Census Tract 4, Bronx County, New York",156
1000000US360050004004008,360050004004008,"Block 4008, Block Group 4, Census Tract 4, Bronx County, New York",0
1000000US360050004004009,360050004004009,"Block 4009, Block Group 4, Census Tract 4, Bronx County, New York",0
1000000US360050016001000,360050016001000,"Block 1000, Block Group 1, Census Tract 16, Bronx County, New York",2627
1000000US360050016002000,360050016002000,"Block 2000, Block Group 2, Census Tract 16, Bronx County, New York",265
1000000US360050016002001,360050016002001,"Block 2001, Block Group 2, Census Tract 16, Bronx County, New York",265
1000000US360050016002002,360050016002002,"Block 2002, Block Group 2, Census Tract 16, Bronx County, New York",32
1000000US360050016002003,360050016002003,"Block 2003, Block Group 2, Census Tract 16, Bronx County, New York",0
1000000US360050016002004,360050016002004,"Block 2004, Block Group 2, Census Tract 16, Bronx County, New York",230
1000000US360050016002005,360050016002005,"Block 2005, Block Group 2, Census Tract 16, Bronx County, New York",26
1000000US360050016003000,360050016003000,"Block 3000, Block Group 3, Census Tract 16, Bronx County, New York",762
1000000US360050016004000,360050016004000,"Block 4000, Block Group 4, Census Tract 16, Bronx County, New York",0
1000000US360050016004001,360050016004001,"Block 4001, Block Group 4, Census Tract 16, Bronx County, New York",224
1000000US360050016004002,360050016004002,"Block 4002, Block Group 4, Census Tract 16, Bronx County, New York",0
1000000US360050016004003,360050016004003,"Block 4003, Block Group 4, Census Tract 16, Bronx County, New York",0
1000000US360050016004004,360050016004004,"Block 4004, Block Group 4, Census Tract 16, Bronx County, New York",0
1000000US360050016004005,360050016004005,"Block 4005, Block Group 4, Census Tract 16, Bronx County, New York",28
1000000US360050016004006,360050016004006,"Block 4006, Block Group 4, Census Tract 16, Bronx County, New York",315
1000000US360050016004007,360050016004007,"Block 4007, Block Group 4, Census Tract 16, Bronx County, New York",337
1000000US360050016004008,360050016004008,"Block 4008, Block Group 4, Census Tract 16, Bronx County, New York",298
1000000US360050016004009,360050016004009,"Block 4009, Block Group 4, Census Tract 16, Bronx County, New York",118
1000000US360050016004010,360050016004010,"Block 4010, Block Group 4, Census Tract 16, Bronx County, New York",116
1000000US360050016004011,360050016004011,"Block 4011, Block Group 4, Census Tract 16, Bronx County, New York",0
1000000US360050019000001,360050019000001,"Block 0001, Block Group 0, Census Tract 19, Bronx County, New York",0
1000000US360050019000002,360050019000002,"Block 0002, Block Group 0, Census Tract 19, Bronx County, New York",0
1000000US360050019000003,360050019000003,"Block 0003, Block Group 0, Census Tract 19, Bronx County, New York",0
1000000US360050019001000,360050019001000,"Block 1000, Block Group 1, Census Tract 19, Bronx County, New York",0
